date,start_time,end_time,activity_id,activity_name,original_activity_name,activity_type,priority,occurrence_number,frequency_period,duration_minutes,facilitator,facilitator_role,equipment,location,mode,status,details,prep_required,metrics_to_collect,if_skipped_adjustment,notes
2026-09-04,,,ACT100,Sleep Coaching Session #100,Sleep Coaching Session #100,Consultation,100,1,month,30,Sleep Specialist,Sleep Specialist,,"Online, Clinic",,unscheduled,"Review sleep timing, routine, and wearable trends","Prepare recent logs, wearable data, questions, and any relevant lab results.","sleep_duration, sleep_efficiency, HRV",Use the earliest remote or in-person follow-up slot and share logs asynchronously.,"No feasible slot satisfied client, travel, facilitator, equipment, and conflict constraints."
2026-09-04,06:00,06:10,ACT003,Omega-3 Supplement #003,Omega-3 Supplement #003,Medication consumption,3,1,week,10,Self,Self,,Home,in_person,scheduled,Take after meal to improve tolerance,"Confirm dose, timing, and any meal requirement before taking it.","dose_mg, adherence",Follow clinician-approved missed-dose guidance and log the missed dose.,Primary activity scheduled.
2026-09-04,06:15,06:25,ACT008,Vitamin D3 #008,Vitamin D3 #008,Medication consumption,8,1,week,10,Self,Self,,Home,in_person,scheduled,Take with fat-containing meal,"Confirm dose, timing, and any meal requirement before taking it.","dose_IU, adherence",Follow clinician-approved missed-dose guidance and log the missed dose.,Primary activity scheduled.
2026-09-04,06:30,06:45,ACT018,Glucose Monitor Check #018,Glucose Monitor Check #018,Medication consumption,18,1,week,15,Self,Self,Glucose Meter,Home,in_person,scheduled,Record fasting glucose and notes,"Confirm dose, timing, and any meal requirement before taking it.","glucose_mg_dL, fasting_hours",Follow clinician-approved missed-dose guidance and log the missed dose.,Primary activity scheduled.
2026-09-04,06:45,07:15,ACT022,Fermented Food Serving #022,Fermented Food Serving #022,Food consumption,22,1,week,30,Self,Self,,Home,in_person,scheduled,"Add yogurt, kimchi, kefir, or sauerkraut",Prepare or order the meal according to the assigned nutrition guideline.,"serving_size, GI_comfort_score",Return to the plan at the next meal and note the reason for deviation.,Primary activity scheduled.
2026-09-04,07:15,07:30,ACT023,Blood Pressure Reading #023,Blood Pressure Reading #023,Medication consumption,23,1,week,15,Self,Self,Blood Pressure Cuff,Home,in_person,scheduled,Measure seated blood pressure after 5 minutes rest,"Confirm dose, timing, and any meal requirement before taking it.","systolic, diastolic, resting_hr",Follow clinician-approved missed-dose guidance and log the missed dose.,Primary activity scheduled.
2026-09-04,07:30,08:00,ACT025,Remote Check-in,Sleep Coaching Session #025,Consultation,25,1,month,30,Self,Self,,Clinic,in_person,backup_used,"Review sleep timing, routine, and wearable trends","Prepare recent logs, wearable data, questions, and any relevant lab results.","sleep_duration, sleep_efficiency, HRV",Use the earliest remote or in-person follow-up slot and share logs asynchronously.,Primary activity unavailable. Used backup: Remote Check-in.
2026-09-04,08:00,08:30,ACT027,High-Protein Breakfast #027,High-Protein Breakfast #027,Food consumption,27,1,week,30,Self,Self,,Home,in_person,scheduled,Consume 30-40g protein within 2 hours of waking,Prepare or order the meal according to the assigned nutrition guideline.,"protein_g, calories, satiety_score",Return to the plan at the next meal and note the reason for deviation.,Primary activity scheduled.
2026-09-04,08:30,08:40,ACT028,Omega-3 Supplement #028,Omega-3 Supplement #028,Medication consumption,28,1,week,10,Self,Self,,Home,in_person,scheduled,Take after meal to improve tolerance,"Confirm dose, timing, and any meal requirement before taking it.","dose_mg, adherence",Follow clinician-approved missed-dose guidance and log the missed dose.,Primary activity scheduled.
2026-09-04,08:45,09:00,ACT033,Vitamin D3 #033,Vitamin D3 #033,Medication consumption,33,1,week,15,Self,Self,,Home,in_person,scheduled,Take with fat-containing meal,"Confirm dose, timing, and any meal requirement before taking it.","dose_IU, adherence",Follow clinician-approved missed-dose guidance and log the missed dose.,Primary activity scheduled.
2026-09-04,09:00,09:20,ACT037,Hydration Protocol #037,Hydration Protocol #037,Food consumption,37,1,week,20,Self,Self,,Home,in_person,scheduled,Drink 500ml water with electrolytes,Prepare or order the meal according to the assigned nutrition guideline.,"water_ml, electrolyte_serving",Return to the plan at the next meal and note the reason for deviation.,Primary activity scheduled.
2026-09-04,09:30,09:45,ACT038,Magnesium Glycinate #038,Magnesium Glycinate #038,Medication consumption,38,1,week,15,Self,Self,,Home,in_person,scheduled,Take 60 minutes before bedtime,"Confirm dose, timing, and any meal requirement before taking it.","dose_mg, sleep_quality, adherence",Follow clinician-approved missed-dose guidance and log the missed dose.,Primary activity scheduled.
2026-09-04,09:45,10:00,ACT043,Glucose Monitor Check #043,Glucose Monitor Check #043,Medication consumption,43,1,week,15,Self,Self,Glucose Meter,Home,in_person,scheduled,Record fasting glucose and notes,"Confirm dose, timing, and any meal requirement before taking it.","glucose_mg_dL, fasting_hours",Follow clinician-approved missed-dose guidance and log the missed dose.,Primary activity scheduled.
2026-09-04,12:00,12:20,ACT007,Mediterranean Lunch #007,Mediterranean Lunch #007,Food consumption,7,1,week,20,Self,Self,,Home,in_person,scheduled,"Vegetables, lean protein, olive oil, and whole grains",Prepare or order the meal according to the assigned nutrition guideline.,"calories, fiber_g, protein_g",Return to the plan at the next meal and note the reason for deviation.,Primary activity scheduled.
2026-09-04,12:30,13:00,ACT010,Dietitian Consultation #010,Dietitian Consultation #010,Consultation,10,1,month,30,Dietitian 1,Dietitian,,Clinic,in_person,scheduled,Review food log and adjust macro targets,"Prepare recent logs, wearable data, questions, and any relevant lab results.","protein_g, fiber_g, weight_trend",Use the earliest remote or in-person follow-up slot and share logs asynchronously.,Primary activity scheduled.
2026-09-04,13:00,13:30,ACT020,Remote Check-in,Physician Follow-up #020,Consultation,20,1,month,30,Self,Self,,Clinic,in_person,backup_used,Review biomarkers and medication tolerance,"Prepare recent logs, wearable data, questions, and any relevant lab results.","blood_markers, symptoms, adherence",Use the earliest remote or in-person follow-up slot and share logs asynchronously.,Primary activity unavailable. Used backup: Remote Check-in.
2026-09-04,17:00,17:45,ACT004,Sauna Session #004,Sauna Session #004,Therapy,4,1,week,45,Self,Self,Sauna,Wellness Center,in_person,scheduled,15-20 minutes moderate heat exposure,Confirm facility availability and avoid heavy meals immediately before the session.,"duration, temperature, recovery_score",Replace with breathwork or recovery stretch and avoid stacking intense recovery sessions next day.,Primary activity scheduled.
2026-09-04,17:45,18:30,ACT009,Cold Plunge #009,Cold Plunge #009,Therapy,9,1,week,45,Self,Self,Cold Plunge,Wellness Center,in_person,scheduled,2-3 minutes controlled cold exposure,Confirm facility availability and avoid heavy meals immediately before the session.,"duration, temperature, stress_score",Replace with breathwork or recovery stretch and avoid stacking intense recovery sessions next day.,Primary activity scheduled.
2026-09-04,18:30,18:45,ACT013,Magnesium Glycinate #013,Magnesium Glycinate #013,Medication consumption,13,1,week,15,Self,Self,,Home,in_person,scheduled,Take 60 minutes before bedtime,"Confirm dose, timing, and any meal requirement before taking it.","dose_mg, sleep_quality, adherence",Follow clinician-approved missed-dose guidance and log the missed dose.,Primary activity scheduled.
2026-09-04,18:45,19:15,ACT014,Breathwork #014,Breathwork #014,Therapy,14,1,week,30,Health Coach 3,Health Coach,,Home,in_person,scheduled,Box breathing or physiological sigh protocol,Confirm facility availability and avoid heavy meals immediately before the session.,"duration, stress_score, HRV",Replace with breathwork or recovery stretch and avoid stacking intense recovery sessions next day.,Primary activity scheduled.
2026-09-04,19:15,19:45,ACT017,Low-Glycemic Dinner #017,Low-Glycemic Dinner #017,Food consumption,17,1,week,30,Self,Self,,Home,in_person,scheduled,Control evening carbohydrate load,Prepare or order the meal according to the assigned nutrition guideline.,"carbs_g, glucose_response, sleep_quality",Return to the plan at the next meal and note the reason for deviation.,Primary activity scheduled.
2026-09-04,19:45,20:15,ACT029,Sauna Session #029,Sauna Session #029,Therapy,29,1,week,30,Self,Self,Sauna,Wellness Center,in_person,scheduled,15-20 minutes moderate heat exposure,Confirm facility availability and avoid heavy meals immediately before the session.,"duration, temperature, recovery_score",Replace with breathwork or recovery stretch and avoid stacking intense recovery sessions next day.,Primary activity scheduled.
2026-09-04,20:15,21:00,ACT034,Cold Plunge #034,Cold Plunge #034,Therapy,34,1,week,45,Self,Self,Cold Plunge,Wellness Center,in_person,scheduled,2-3 minutes controlled cold exposure,Confirm facility availability and avoid heavy meals immediately before the session.,"duration, temperature, stress_score",Replace with breathwork or recovery stretch and avoid stacking intense recovery sessions next day.,Primary activity scheduled.
2026-09-05,08:00,09:00,ACT005,Fitness Coaching Check-in #005,Fitness Coaching Check-in #005,Consultation,5,1,month,60,Fitness Trainer 1,Fitness Trainer,,Gym,in_person,scheduled,"Review training load, soreness, and next progression","Prepare recent logs, wearable data, questions, and any relevant lab results.","training_load, soreness, adherence",Use the earliest remote or in-person follow-up slot and share logs asynchronously.,Primary activity scheduled.
2026-09-05,09:00,09:30,ACT015,Physiotherapy Review #015,Physiotherapy Review #015,Consultation,15,1,month,30,Physiotherapist 2,Physiotherapist,Yoga Mat,Clinic,in_person,scheduled,Assess mobility limitation and exercise form,"Prepare recent logs, wearable data, questions, and any relevant lab results.","pain_score, range_of_motion, exercise_tolerance",Use the earliest remote or in-person follow-up slot and share logs asynchronously.,Primary activity scheduled.
2026-09-05,09:30,10:30,ACT040,Physiotherapy Review #040,Physiotherapy Review #040,Consultation,40,1,month,60,Physiotherapist 2,Physiotherapist,Yoga Mat,Clinic,in_person,scheduled,Assess mobility limitation and exercise form,"Prepare recent logs, wearable data, questions, and any relevant lab results.","pain_score, range_of_motion, exercise_tolerance",Use the earliest remote or in-person follow-up slot and share logs asynchronously.,Primary activity scheduled.
2026-09-05,10:30,11:00,ACT051,Brisk Walk,Zone 2 Run #051,Fitness routine / exercise,51,1,week,30,Self,Self,,Park,in_person,backup_used,Maintain heart rate between 120-140 bpm,"Wear appropriate training clothes, prepare water, and confirm recovery status.","heart_rate, duration, perceived_exertion",Reschedule within the same week if possible; otherwise reduce next session intensity by 10%.,Primary activity unavailable. Used backup: Brisk Walk.
2026-09-05,11:00,11:30,ACT045,Remote Check-in,Physician Follow-up #045,Consultation,45,1,month,30,Self,Self,,Clinic,in_person,backup_used,Review biomarkers and medication tolerance,"Prepare recent logs, wearable data, questions, and any relevant lab results.","blood_markers, symptoms, adherence",Use the earliest remote or in-person follow-up slot and share logs asynchronously.,Primary activity unavailable. Used backup: Remote Check-in.
2026-09-05,11:30,12:00,ACT050,Remote Check-in,Sleep Coaching Session #050,Consultation,50,1,month,30,Self,Self,,Clinic,in_person,backup_used,"Review sleep timing, routine, and wearable trends","Prepare recent logs, wearable data, questions, and any relevant lab results.","sleep_duration, sleep_efficiency, HRV",Use the earliest remote or in-person follow-up slot and share logs asynchronously.,Primary activity unavailable. Used backup: Remote Check-in.
2026-09-05,14:00,14:30,ACT054,Breathwork,Sauna Session #054,Therapy,54,1,week,30,Self,Self,,Wellness Center,in_person,backup_used,15-20 minutes moderate heat exposure,Confirm facility availability and avoid heavy meals immediately before the session.,"duration, temperature, recovery_score",Replace with breathwork or recovery stretch and avoid stacking intense recovery sessions next day.,Primary activity unavailable. Used backup: Breathwork.
2026-09-05,14:30,15:00,ACT055,Remote Check-in,Fitness Coaching Check-in #055,Consultation,55,1,month,30,Self,Self,,Gym,in_person,backup_used,"Review training load, soreness, and next progression","Prepare recent logs, wearable data, questions, and any relevant lab results.","training_load, soreness, adherence",Use the earliest remote or in-person follow-up slot and share logs asynchronously.,Primary activity unavailable. Used backup: Remote Check-in.
